comments,samsung,apple,token,samsung/manually,apple/manually
"مقاله تکراری اما پر کاربرد بزبان خیلی ساده و کاربردی :نحوه صحیح نگهداری باتری های دیوایس های اپلی برای بالا بردن راندمان و عمراز اونجایی که متاسفانه توی ایرانه عزیز جایی بنام نمایندگی رسمی اپل نداریم لذا مسلمن چیزی بنام باتری اصلی اپل رو هم نخواهیم داشت و همه باتری ها که به اسم اصلی با هزینه گزاف تقدیم شما میشن ، در واقع فیک هستن ولی درجه ۱ یا به اصطلاح high copy !!!!اگر هم خیلی ادم خوش شانس باشیم باتری های اوریجینال باز شده از روی ایفون های سرقتی یا امثالهم رو به ما خواهند فروخت (البته بقیمت خونشون و همچنین اینکه ۱۰۰ درصد نیستن)لذا بهتره که واسه ی عمر کردن حداقل دو سال باتری دیوایسمون قاتلای باتری دیوایس خودتونو بشناسین۱-گرما۲-سرمای بیش از حدلذا از نگهداری و استفاده در مکان های گرم مثل داشبورد ماشین زیره افتاب و انجام کارهایی که باعث بالارفتن دمای دیوایس میشه پرهیز کنین.مثل بازی در حین شارژ و بازی حین هات اسپات و امثالهم ...۲-رسوندن شارژ باتری به زیره ۲۰ درصد۳-فول شارژ تا ۱۰۰ درصد و تو شارژ بودن تا صبحهمیشه الگوی شارژ ۲۰ تا ۸۰ درصد رو رعایت بکنین و هیچوقت تا ۱۰۰ درصد شارژ نکنین۴-استفاده از اکسسوری غیر اوریجینال مثل کابل و کلگی غیر اصلی و همچنین فست شارژ برند های غیر اصلی و فیک۴-استفاده از پاوربانک هایی که واسه دیوایس های اپلی طراحی نشدن۵-شارژ دیوایس با شارژر فندکی خوردرو و همچنین شارژ با لپ تاپ های غیراپلیبدلیل نوسان جریان باعث اسیب هستن۶-optimized battery charging رو توی بخش battery health همواره روشن نگر دارین.تجربه ی شخصی بنده تو چند ایفون :سعی کردم اکثرن تو ۷۰ درصد موارد ایفون هام رو با مک بوک و همچنین ای مک شارژ کنم. چرا ؟ چون هرچقدر برای دیوایس ورودی جریان میزانش کمتر باشه لذا نتیجه کار یعنی گرما هم کمتر خواهد بود و همچنین نوسان جریان هم توی مک بوک و ای مک در حد صفر هستاخرین تجربه بنده تو ایفون ۱۲ پرو مکس بود که تو یکسال تمام استفاده باتری هلث یا همون سلامت باتری به ۹۸درصد رسید و واقعا برای خود بنده این قضیه ثابت شد که گرما و نوسان قتل های بالفطره باتری ایفون هستن. اگر با همین منوال اون گوشی رو نگر داشته بودم و استفاده میکردم فکر کنم ۳ سال طول میکشید تا برسه ۸۰ درصدهمچنین تو ایفون اکس و ایفون ۷پلاس که متاسفانه از دستم دزدیدن هم شاهد این داستان بودم.مراقب ایفون های گرانقیمتتون باشین و سعی کنین بیرون از هندفری استفاده کنین اگر پیاده جایی میرین و حدالامکان بیمه کنین تا یمقداریش رو بیمه جبران کنه.موفق باشین",Neutral,Disagree,1557,Neutral,Neutral
» در پاسخ به نظر مجید م به تاریخ 1400/11/28 (برای نمایش نظر کلیک کنید...) سلام من تازه چهار روز این تبلتو نسخه 256wifi خریدم.در رابطه با اون مشکل اصلا مشکل حساب نمیشه فقط تو حالت دارک مود با نور کم نوشته ها یا بک لایت سفید خیلی کم اطرافش هاله نور هست اصلا اذیت نمیکنه فقط در صورتی این حالت پیش میاد که روی دارک مود باشه .اما درمورد نمایشگر این تبلت باید بگم بهترین نمایشگری که میتونی تو یه تبلت پیذا کنی قطعا همینه و به مراتب تو نشون دادن جزییات بهتر از تب اس ۷ پلاس عمل میکنه ونوشته ها وجزییات ریز خیلی بهتر از تب اس ۷ پلاس نشون میده تنها مشکلی که من دارم محدودیت های ios هست چون قبلا با ios کار نکردم وقیمتش هم که الان تو بهترین قیمت خودشو,Disagree,Neutral,437,Disagree,Agree
"دوستانی که این تبلتو دارن،لطفا نظر بدند که آیا مشکل نشت نوری که تو بررسی ها بهش اشاره میکنن مشکل جدییه؟",Neutral,Neutral,78,Neutral,Neutral
» در پاسخ به نظر uni k به تاریخ 1400/11/17 (برای نمایش نظر کلیک کنید...) آیدی تلگرامتو بزار خودم بهت پیام میدم,Neutral,Neutral,71,Neutral,Neutral
» در پاسخ به نظر صادق ج به تاریخ 1400/11/15 (برای نمایش نظر کلیک کنید...) داداش ایدی تلگرام یا شماره واتس اپ برام بذار,Neutral,Neutral,78,Neutral,Neutral
» در پاسخ به نظر uni k به تاریخ 1400/11/14 (برای نمایش نظر کلیک کنید...) بله گارانتی 18ماههاما زیاد دلخوش به گارانتی تو ایران برا محصولات اپل نباش,Neutral,Disagree,99,Neutral,Neutral
» در پاسخ به نظر صادق ج به تاریخ 1400/11/11 (برای نمایش نظر کلیک کنید...) سلام داداش خوبیبا گارانتی خریدی؟گارانتی شرکتی؟ایدی تلگرام یا شبکه های مجازی ت میدی بهت پیام بدم,Neutral,Neutral,119,Neutral,Neutral
سلام.من آخر بجای آیفون این آیپد با قلمش گرفتم 40تومن.تجربه استفاده یک هفته ایصفحه نمایش عالی فقط رنگ سفیدشو احساس میکنم یجوری نشون میده تو سایزهای بزرگباتریش تو استفاده سنگین مثل برنامه های طراحی و مهندسی مناسب نیست لااقل باتوجه به حجم بزرگش من ازش بیشتر انتظار داشتمسرعت و رونی اجرای برنامه ها فوق العادست و شمارو شگفت زده میکنه اما یخورده زیادی داغ میشه تو وسطای کار با برنامه های سنگین.بیشتر برنامه هایی که بخواییم حداکثر کارایی رو ازاین آیپد ببریم پولی و اشتراکیهدرکل احساس خوبی بهم داده و از هزینه ای که کردم راضی هستماگر کار طراحی گرافیکی میکنی قطعا تمام نیازهاتو برطرف میکنه,Neutral,Agree,428,Neutral,Agree
» در پاسخ به نظر علی اصغر م به تاریخ 1400/9/4 (برای نمایش نظر کلیک کنید...) آقای علی اصغردروغ گفتن کار بدیهمن توی پنل نظرات داده شده توسط شما دیدم که هرچی موبایل و تبلت پرچم دار هست شما نظر گذاشتید که من 2 هفتس فلان گوشی رو خریدم به فلان قیمتبیل گیتس هم پول خرید اینا رو ظرف 1 سال ندارهپس یادت باشه دروغگو همیشه رسوا میشه,Neutral,Disagree,233,Neutral,Neutral
» در پاسخ به نظر Mohammad R به تاریخ 1400/2/1 (برای نمایش نظر کلیک کنید...) شما ک این حرفو میزنی با چه عمل و دانشی این حرفو میزنی البته ب عقیده بنده شما بدون علم و از روی تعصبداری این حرفو میزنی اخه شما ک میگی این تبلت با این چیپ قدرتمندترینه حتی در میان لپتاپ ها باید با کامپیوتر حرفه ای مقایسه بابا تبلت سرفیس با cpuاینتل i7نسل 11 هم از این سرتره هم قیمتش نسبت ب مشخصاتش بهتره بعدش اگه بحث بازی باشه با نصف این پول میشه xboxبا psبگیرین ک گرافیکشون 1000بار بهتر از این تبلته,Neutral,Disagree,324,Neutral,Disagree
با سلام من نزدیک 4 ماه میشه مدل 5g حافظه 256 اندازه 12.9 اینچ گرفتم بقیمت 412000000ریال و متاسفانه اندازه 2*2 سانت روی صفحه نمایشش بک لایت ظاهر شده بدون هیچ گونه ضرب خوردگی و مایع و حرارت دیدگی و هیچ گونه خدمات و پشتیبانی نداره و از فروشنده هم پیگیر میشم هیچ کاری نمیشه کرد و باید بره نماینذگی دبی . بخاطر همین پرس و جو بکنید خرید کنید احتمالا یسری استوک و مشکلداراشو میفرستند ایران در خریدتون دقت کنید .,Neutral,Disagree,294,Neutral,Neutral
» در پاسخ به نظر a b به تاریخ 1400/4/9 (برای نمایش نظر کلیک کنید...) تا کی باید دیجیکالا کلی گرون بده و جنس پلمپ نشده بفرسته تا عبرت کنیم؟,Neutral,Neutral,96,Neutral,Neutral
» در پاسخ به نظر RAD 0 به تاریخ 1400/5/3 (برای نمایش نظر کلیک کنید...) من خریدم ولی لذتش رو نمیبرم.: هر چیزی رو باید بخری که دلاری نمیشه. خیلی گرونه. برای یک برنامه نوت ۱۲ دلار دادم. ۳۰۰ هزار تومن....... باید بیشتر از خودش خرج کنی.......,Neutral,Disagree,167,Neutral,Disagree
» در پاسخ به نظر محمد ا به تاریخ 1400/7/8 (برای نمایش نظر کلیک کنید...) دقت کنین که در اپل نمیتونین برنامه های کرک شده بریزین و تقریبا همه چیز رو باید بخرین. همین مایکروسافت آفیس برای تبلتهای های بالای ۱۰ اینچی پولی هست. با این وضع دلار خودتون حساب کنین.این تبلت به شدت روان هست پلی من خودم کنار لپتاب ازش استفاده میکنم و هییییییچ وقت نتونسته جای لبتاب رو برام بگیره. هر چی باشه نهایتا یک تبلته نه لپتاب. با این پول مک بوک ایر بگیرین خیلی برنده ترین.,Neutral,Disagree,309,Neutral,Agree
» در پاسخ به نظر mojtaba s به تاریخ 1400/7/10 (برای نمایش نظر کلیک کنید...) بله هم فلش میخوره هم فیلم. راحتتر از اندرویده.,Disagree,Agree,84,Neutral,Neutral
سلام دوستانو آیا رو آیپدها هم مثل تبلتهای اندویدی راحت میشه فیلم ریخت با فلش و تماشا کرد یا نه؟ با توجه به اینکه این آیپد درگاه تایپ سی داره فلش میخوره؟,Disagree,Neutral,112,Neutral,Neutral
سلام دوستان نیاز بنده خواندن کتاب و پژوهش هست به مدت طولانی مثلا ۱۲ ساعتاگر مثلا یک آلترابوک dell xps 9310 4k 2 in 1 بگیرم که هم تبلت میشه و هم بالاخره لپتاپ هست و این دیوایس رو نگیرم چه چیزهایی رو از دست میدم؟,Neutral,Neutral,154,Neutral,Neutral
دوستان این تبلت با اختلاف زیاد بهترین تبلت دنیا هست از صفحه نمایش گرفته تا پردازنده و دوربین و جنس بدنه بی نظیر و کیفیت ساخت فوق العاده آنهایی که پولش را دارند بخرید و لذت ببرید,Neutral,Agree,122,Neutral,Neutral
» در پاسخ به نظر a b به تاریخ 1400/4/9 (برای نمایش نظر کلیک کنید...) سلام... به هیییچ عنوان... حضوری بخرید از یجا با خیال راحت... من از دیجی یک شیائومی Poco X3 NFC خریداری کردم برام تعمیری فرستاده بودن حتی زحمت نکشیده بودند گوشی رو خاموش و پلمپ کنند... در قسمت نظرات آیپد ها هم دقت کنی همگی میگن مال ما پلمپ نبود! موفق باشید,Neutral,Disagree,221,Neutral,Neutral
